DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2022-04-10                17:46:32.121              99.40731623               2385.775589               100.40731623              1649612792.122            0                         963                       1.3999419100E+002         4.5000297546E+001         3.3885474860E+001         4.5305168152E+001         4.4999900818E+001         1.0000000000E+000         1.6000000000E+001         3.0822207162E+004         0.0000000000E+000         1.9847699003E+000         0.0000000000E+000         4.1702986377E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:32.624              99.40732204               2385.775729               100.40732204              1649612792.624            0                         963                       1.3997873042E+002         4.5000297546E+001         3.3913461538E+001         4.5305168152E+001         4.4999900818E+001         3.0000000000E+000         1.6000000000E+001         3.0816705829E+004         0.0000000000E+000         1.9847699003E+000         0.0000000000E+000         4.1702986377E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:34.049              99.40733853               2385.776125               100.40733853              1649612794.049            0                         963                       1.3999009992E+002         4.5000297546E+001         3.3927028796E+001         4.5305168152E+001         4.4999900818E+001         2.0000000000E+000         1.6000000000E+001         3.0819804974E+004         0.0000000000E+000         1.9850534122E+000         0.0000000000E+000         4.1702986377E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:34.957              99.40734905               2385.776377               100.40734905              1649612794.958            0                         963                       1.3998939944E+002         4.5000380500E+001         3.3903314917E+001         4.5305140501E+001         4.4999804038E+001         1.0000000000E+000         1.6000000000E+001         3.0818930540E+004         0.0000000000E+000         1.9850534122E+000         0.0000000000E+000         4.1704457600E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:35.463              99.40735491               2385.776518               100.40735491              1649612795.464            0                         963                       1.3998220825E+002         4.5000480652E+001         3.3937500000E+001         4.5305107117E+001         4.4999687195E+001         3.0000000000E+000         1.6000000000E+001         3.0813986328E+004         0.0000000000E+000         1.9850534122E+000         0.0000000000E+000         4.1704457600E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:36.894              99.40737146               2385.776915               100.40737146              1649612796.894            0                         963                       1.4000727964E+002         4.5000480652E+001         3.3930301047E+001         4.5305107117E+001         4.4999687195E+001         2.0000000000E+000         1.6000000000E+001         3.0824656741E+004         0.0000000000E+000         1.9848371309E+000         0.0000000000E+000         4.1704457600E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:37.802              99.40738198               2385.777167               100.40738198              1649612797.803            0                         963                       1.3999745507E+002         4.5000480652E+001         3.3875000000E+001         4.5305107117E+001         4.4999687195E+001         1.0000000000E+000         1.6000000000E+001         3.0822530689E+004         0.0000000000E+000         1.9848371309E+000         0.0000000000E+000         4.1705892745E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:38.309              99.40738784               2385.777308               100.40738784              1649612798.309            0                         963                       1.4001438904E+002         4.5000480652E+001         3.3875000000E+001         4.5305107117E+001         4.4999687195E+001         3.0000000000E+000         1.6000000000E+001         3.0827416016E+004         0.0000000000E+000         1.9848371309E+000         0.0000000000E+000         4.1705892745E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:39.729              99.40740427               2385.777703               100.40740427              1649612799.729            0                         963                       1.4001250680E+002         4.5000400563E+001         3.3875000000E+001         4.5305107117E+001         4.4999717228E+001         2.0000000000E+000         1.6000000000E+001         3.0826343171E+004         0.0000000000E+000         1.9848161482E+000         0.0000000000E+000         4.1705892745E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
2022-04-10                17:46:40.628              99.40741469               2385.777952               100.40741469              1649612800.629            0                         963                       1.4000717802E+002         4.5000236511E+001         3.3875000000E+001         4.5305107117E+001         4.4999778748E+001         1.0000000000E+000         1.6000000000E+001         3.0823653108E+004         0.0000000000E+000         1.9848161482E+000         0.0000000000E+000         4.1702744578E+002         0.0000000000E+000         0.0000000000E+000         0.0000000000E+000         
